171.4196449896	205.3744295723	1.5000000000	
171.0723486343	207.3440450783	1.5000000000	
171.0723486343	207.3440450783	4.5000000000	
171.4196449896	205.3744295723	4.5000000000	
#

171.4196449896	205.3744295723	1.5000000000	
167.8346227555	205.7577200379	1.5000000000	
167.8346227555	205.7577200379	4.5000000000	
171.4196449896	205.3744295723	4.5000000000	
#

171.4196449896	205.3744295723	1.5000000000	
168.1819191109	203.7881045319	1.5000000000	
168.1819191109	203.7881045319	4.5000000000	
171.4196449896	205.3744295723	4.5000000000	
#

171.4196449896	205.3744295723	1.5000000000	
171.7669413450	203.4048140663	1.5000000000	
171.7669413450	203.4048140663	4.5000000000	
171.4196449896	205.3744295723	4.5000000000	
#

171.4196449896	205.3744295723	1.5000000000	
175.0046672237	204.9911391067	1.5000000000	
175.0046672237	204.9911391067	4.5000000000	
171.4196449896	205.3744295723	4.5000000000	
#

171.4196449896	205.3744295723	1.5000000000	
174.6573708684	206.9607546128	1.5000000000	
174.6573708684	206.9607546128	4.5000000000	
171.4196449896	205.3744295723	4.5000000000	
#

171.4196449896	205.3744295723	1.5000000000	
171.0723486343	207.3440450783	1.5000000000	
171.0723486343	207.3440450783	4.5000000000	
171.4196449896	205.3744295723	4.5000000000	
#

